householdID,state,county,householdpax,AGI,conusleisure,children,leisureavg
1576,New York,Kings,1,220647.64,4101.41,0,6788.92
1577,New York,Kings,2,139827.53,4547.35,1,7852.75
1578,New York,Kings,4,161400.08,2956.45,3,7145.31
1579,New York,Kings,3,146051.52,5058.11,1,8103.47
1580,New York,Kings,3,173528.15,2002.64,2,8489.59
1581,New York,Kings,5,195305.49,6684.71,1,9496.89
1582,New York,Kings,3,201197.65,3520.89,1,6507.61
1583,New York,Kings,4,181211.92,3625.97,2,4858.29
1584,New York,Kings,3,198794.59,6352.1,2,7268.39
1585,New York,Kings,2,178631.54,4699.71,1,5838.41
1586,New York,Kings,6,182170.15,5279.22,0,5900.38
1587,New York,Kings,1,163089.56,5105.5,0,7170.19
1588,New York,Kings,5,172697.55,4754.56,1,6189.46
1589,New York,Kings,3,206861.54,4229.97,1,9120.93
1590,New York,Kings,4,159802.27,2618.33,2,5365.39
1591,New York,Kings,2,200493.14,5890.74,1,8013.25
1592,New York,Kings,4,159468.66,3276.5,1,7650.82
1593,New York,Kings,2,186338.46,5723.52,1,7081.34
1594,New York,Kings,3,221888.27,3729.77,1,5671.45
1595,New York,Kings,5,215829.37,5269.78,1,9992.67
1596,New York,Kings,2,160898.99,4573.46,1,7279.75
1597,New York,Kings,1,189216.27,4262.35,0,7117.97
1598,New York,Kings,2,169037.31,5846.48,1,6269.8
1599,New York,Kings,5,136226.67,6315.54,2,9088.23
1600,New York,Kings,4,162082.56,2894.99,0,8248.14
1601,New York,Kings,6,155327.67,5151.26,2,8006.85
1602,New York,Kings,5,156381.41,6025.32,0,6458.76
1603,New York,Kings,3,150454.96,3109.55,2,4725.19
1604,New York,Kings,4,200295.4,4331.83,0,7650.42
1605,New York,Kings,5,138189.62,3671.15,2,7975.39
1606,New York,Kings,4,168866.67,5657.54,1,8558.1
1607,New York,Kings,2,234335.02,2706.42,0,6861.08
1608,New York,Kings,4,153524.43,5668.42,1,8149.85
1609,New York,Kings,3,201262.9,5252.29,0,5600.04
1610,New York,Kings,2,116554.5,3870.52,0,8945.75
1611,New York,Kings,2,149191.13,5365.23,1,6900.48
1612,New York,Kings,4,202751.07,3558.39,1,8871.32
1613,New York,Kings,3,216140.73,7100.24,1,9973.71
1614,New York,Kings,3,146016.7,4315.39,1,7062.65
1615,New York,Kings,3,116476.09,7030.79,1,7728.05
1616,New York,Kings,3,223795.38,3688.87,2,4725.18
1617,New York,Kings,3,171581.27,4697.5,1,8358.32
1618,New York,Kings,3,168939.11,2490.1,2,7809.61
1619,New York,Kings,1,148997.45,6823.03,0,9474.5
1620,New York,Kings,4,217281.88,5493.93,1,8585.92
1621,New York,Kings,2,149664.22,5471.53,1,7327.06
1622,New York,Kings,3,201707.77,3941.17,2,6229.75
1623,New York,Kings,2,177287.76,5830.81,1,6999.02
1624,New York,Kings,5,218139.92,6958.7,1,7644.03
1625,New York,Kings,2,194845.57,4642.28,1,7620.19
1626,New York,Kings,4,165070.29,3961.83,1,7269.42
1627,New York,Kings,2,192619.48,5681.92,1,10340.76
1628,New York,Kings,3,188472.84,3215.04,2,5883.39
1629,New York,Kings,1,207416.51,5015.17,0,8014.64
1630,New York,Kings,2,204762.66,2868.52,1,9319.09
1631,New York,Kings,2,195502.85,5859.61,1,5960.25
1632,New York,Kings,4,189570.79,3850.31,1,6509.73
1633,New York,Kings,5,202061.11,5370.42,1,9413.54
1634,New York,Kings,1,226132.54,3108.57,0,8843.02
1635,New York,Kings,3,169812.82,3780.93,2,8961.7
1636,New York,Kings,4,174847.94,4678.05,1,8725.18
1637,New York,Kings,6,191922.84,5452.96,0,7476.09
1638,New York,Kings,1,180782.14,4906.8,0,8539.45
1639,New York,Kings,3,175041.89,6426.72,1,9011.92
1640,New York,Kings,1,180801.24,3268.56,0,6843.59
1641,New York,Kings,1,150656.02,6280.62,0,6280.62
1642,New York,Kings,4,142526.54,3787.8,2,6395.93
1643,New York,Kings,4,159052.34,2025.63,1,8130.29
1644,New York,Kings,2,165178.38,4442.6,1,8346.56
1645,New York,Kings,2,189829.14,5187.97,1,7981.42
1646,New York,Kings,2,169514.78,4966.32,1,8519.12
1647,New York,Kings,1,196980.81,8298.72,0,8989.43
1648,New York,Kings,5,197120.42,3918.21,2,7628.47
1649,New York,Kings,5,180606.24,4806.07,3,9163.6
1650,New York,Kings,4,195942.12,5179.12,1,6271.71
1651,New York,Kings,4,149363.56,4836.61,1,8657.38
1652,New York,Kings,4,186212.53,4352.47,2,7040.23
1653,New York,Kings,4,146416.5,5939.72,2,7497.0
1654,New York,Kings,5,196713.06,6482.86,2,6482.86
1655,New York,Kings,5,141847.46,3818.59,1,9357.28
1656,New York,Kings,3,173535.31,2036.31,1,6279.48
1657,New York,Kings,2,182172.84,3976.37,1,7732.19
1658,New York,Kings,1,119787.75,4605.5,0,8223.32
1659,New York,Kings,2,135453.49,7723.3,1,9637.84
1660,New York,Kings,2,178278.65,5283.8,1,8284.62
1661,New York,Kings,3,234982.9,2784.58,0,6905.8
1662,New York,Kings,4,180853.91,6123.07,1,7195.03
1663,New York,Kings,1,123742.43,4696.77,0,6292.78
1664,New York,Kings,4,202145.0,5356.38,1,5356.38
1665,New York,Kings,3,185924.64,4567.21,1,8833.85
1666,New York,Kings,1,161352.68,6071.64,0,6071.64
1667,New York,Kings,5,178594.95,4176.81,2,8601.15
1668,New York,Kings,4,216659.52,2610.86,0,7546.67
1669,New York,Kings,2,151126.52,5573.67,1,5573.67
1670,New York,Kings,4,199094.12,5277.65,2,6233.52
1671,New York,Kings,4,200049.78,7570.64,2,7570.64
1672,New York,Kings,2,169343.75,4681.8,1,6622.27
1673,New York,Kings,2,149698.34,3572.14,1,8324.13
1674,New York,Kings,1,225629.92,5034.94,0,6112.0
1675,New York,Kings,3,181700.57,4075.85,1,7767.9
1676,New York,Kings,1,209730.26,2227.45,0,9256.17
1677,New York,Kings,3,194322.39,6870.16,2,7030.59
1678,New York,Kings,4,223428.04,2461.68,0,8916.47
1679,New York,Kings,2,195794.43,3886.77,1,8206.64
1680,New York,Kings,1,186638.77,4032.41,0,8835.0
1681,New York,Kings,4,161996.22,4492.13,2,7034.29
1682,New York,Kings,2,190300.28,5765.62,1,7954.91
1683,New York,Kings,4,197592.06,4464.08,1,8945.57
1684,New York,Kings,3,136278.67,6223.06,1,9809.72
1685,New York,Kings,3,213533.21,6532.77,2,6631.67
1686,New York,Kings,4,162778.12,6006.53,2,6006.53
1687,New York,Kings,4,186571.18,6050.58,1,6695.35
1688,New York,Kings,3,171960.99,6786.57,1,9132.55
1689,New York,Kings,3,165560.23,990.61,1,6560.04
1690,New York,Kings,4,184625.32,2559.32,3,8133.25
1691,New York,Kings,5,203341.66,7406.34,1,9156.13
1692,New York,Kings,4,141768.94,5120.06,3,7866.46
1693,New York,Kings,3,203839.35,4575.25,2,7114.45
1694,New York,Kings,5,179125.11,2006.03,1,5808.56
1695,New York,Kings,3,170614.99,6305.08,1,8161.34
1696,New York,Kings,3,134764.52,3699.94,1,7804.89
1697,New York,Kings,2,250313.62,5126.86,1,11509.6
1698,New York,Kings,4,182089.56,4826.95,3,8603.52
1699,New York,Kings,4,216222.01,6776.63,0,7745.18
1700,New York,Kings,5,166112.38,3787.51,2,6255.14
1701,New York,Kings,4,194666.03,7253.08,0,8049.16
1702,New York,Kings,2,195913.46,4071.42,1,4859.66
1703,New York,Kings,1,193660.2,4259.0,0,6990.22
1704,New York,Kings,6,220852.46,3260.88,0,7074.67
1705,New York,Kings,5,190149.91,8958.07,0,9035.54
1706,New York,Kings,6,228112.17,4006.56,2,8658.88
1707,New York,Kings,4,153083.25,3448.0,1,6182.21
1708,New York,Kings,2,172710.01,5705.46,1,6707.8
1709,New York,Kings,1,207080.78,5568.47,0,7016.35
1710,New York,Kings,3,160791.36,3604.99,2,7302.68
1711,New York,Kings,2,186089.82,5990.58,1,6352.86
1712,New York,Kings,4,201424.33,2668.63,2,8254.25
1713,New York,Kings,2,154496.64,5344.42,1,7095.74
1714,New York,Kings,2,157394.72,4332.57,1,7169.44
1715,New York,Kings,4,147343.02,4230.86,1,7966.21
1716,New York,Kings,2,139476.11,4155.43,1,6916.98
1717,New York,Kings,7,157114.27,3964.93,1,10041.7
1718,New York,Kings,5,183867.56,5587.84,2,5817.05
1719,New York,Kings,3,155592.71,2813.92,2,7304.86
1720,New York,Kings,3,166788.67,2301.93,2,6583.06
1721,New York,Kings,2,194569.62,5502.44,1,8415.11
1722,New York,Kings,5,174217.09,5489.76,2,5529.0
1723,New York,Kings,2,177845.8,5260.91,1,5260.91
1724,New York,Kings,2,194780.01,5467.84,1,5467.84
1725,New York,Kings,5,107231.61,5283.63,1,7969.87
1726,New York,Kings,1,190876.44,5330.19,0,8467.93
1727,New York,Kings,3,217437.02,3118.12,1,7094.27
1728,New York,Kings,4,153184.58,3600.73,1,7142.63
1729,New York,Kings,2,142113.41,4846.02,1,5307.77
1730,New York,Kings,4,174602.47,3878.27,2,8475.25
1731,New York,Kings,1,196262.5,4097.81,0,7310.84
1732,New York,Kings,3,152398.53,3704.15,2,7088.25
1733,New York,Kings,4,200259.63,5589.08,3,8520.99
1734,New York,Kings,3,126448.94,3371.6,1,6363.85
1735,New York,Kings,1,205490.2,4196.11,0,8289.93
1736,New York,Kings,2,169302.04,3362.75,1,8478.35
1737,New York,Kings,3,121956.24,4519.23,2,6800.33
1738,New York,Kings,2,194334.04,6122.49,1,8964.14
1739,New York,Kings,6,150959.14,6458.84,0,7906.92
1740,New York,Kings,5,193616.9,3609.23,2,5925.4
1741,New York,Kings,3,118140.34,6920.26,1,6920.26
1742,New York,Kings,1,194217.74,3255.19,0,8576.95
1743,New York,Kings,1,192943.45,4130.45,0,6085.86
1744,New York,Kings,2,209790.01,2214.42,1,6109.49
1745,New York,Kings,1,187894.67,5206.56,0,7122.76
1746,New York,Kings,1,111890.53,4191.48,0,7272.69
1747,New York,Kings,3,188580.74,4307.89,1,6575.61
1748,New York,Kings,4,168737.38,6343.27,0,8549.28
1749,New York,Kings,5,201438.01,4052.91,2,8933.82
1750,New York,Kings,3,129511.74,5269.35,2,7164.04
1751,New York,Kings,1,178094.82,2872.58,0,7455.1
1752,New York,Kings,7,112852.38,3829.66,2,6664.73
1753,New York,Kings,3,169592.83,4166.68,1,6866.27
1754,New York,Kings,1,189036.93,5556.42,0,6209.27
1755,New York,Kings,2,180399.99,5746.39,1,8956.05
1756,New York,Kings,1,176740.09,7370.31,0,8915.39
1757,New York,Kings,5,192381.6,3614.5,2,7277.0
1758,New York,Kings,3,173733.19,4368.25,2,8438.86
1759,New York,Kings,3,182262.37,4257.27,1,7657.18
1760,New York,Kings,4,212763.66,6967.13,1,6967.13
1761,New York,Kings,1,200344.98,4017.34,0,8661.44
1762,New York,Kings,3,196853.4,3299.01,2,7743.27
1763,New York,Kings,1,205616.03,5283.55,0,5973.53
1764,New York,Kings,2,183823.61,2558.24,1,7734.96
1765,New York,Kings,5,191949.43,4828.04,2,9202.88
1766,New York,Kings,4,185986.23,3623.11,1,9872.67
1767,New York,Kings,3,189586.1,4705.94,1,8712.85
1768,New York,Kings,5,235103.83,4443.37,1,7497.95
1769,New York,Kings,1,168208.22,2750.81,0,7899.36
1770,New York,Kings,2,129955.31,4303.39,1,6666.06
1771,New York,Kings,2,218475.33,6227.23,1,8426.1
1772,New York,Kings,4,215921.37,4876.21,0,8073.17
1773,New York,Kings,4,185857.82,4611.3,0,9089.63
1774,New York,Kings,1,150784.73,4545.26,0,6348.03
1775,New York,Kings,4,176687.56,5026.32,1,8202.66
1776,New York,Kings,3,175396.53,5705.97,0,6901.11
1777,New York,Kings,3,180913.89,5128.12,1,7312.13
1778,New York,Kings,3,184884.78,4971.28,2,7118.2
1779,New York,Kings,2,189791.4,3985.95,1,8101.06
1780,New York,Kings,3,148430.31,6269.63,0,6269.63
1781,New York,Kings,1,115951.85,4068.86,0,4068.86
1782,New York,Kings,1,176082.29,4464.92,0,7630.75
1783,New York,Kings,4,214721.93,4010.15,1,7905.34
1784,New York,Kings,3,185243.82,6043.8,1,6851.47
1785,New York,Kings,4,212609.65,5136.46,1,6951.83
1786,New York,Kings,5,184282.46,3453.69,0,9301.61
1787,New York,Kings,5,177276.59,5102.99,1,7524.08
1788,New York,Kings,4,166759.02,5408.22,1,8005.75
1789,New York,Kings,1,173855.36,5974.75,0,6639.66
1790,New York,Kings,3,181596.14,4284.68,1,5436.21
1791,New York,Kings,2,155862.05,4031.87,1,7313.04
1792,New York,Kings,1,121168.13,3583.95,0,6146.73
1793,New York,Kings,2,167379.85,4675.64,1,8691.73
1794,New York,Kings,2,137492.03,4812.52,1,7255.27
1795,New York,Kings,2,201606.1,7019.85,1,7019.85
1796,New York,Kings,3,126884.43,5740.96,1,7177.08
1797,New York,Kings,2,152078.53,4851.06,1,8723.43
1798,New York,Kings,1,176520.49,4234.53,0,4989.31
1799,New York,Kings,4,234530.35,5742.09,2,8445.87
1800,New York,Kings,3,140979.56,2437.62,1,6642.86
1801,New York,Kings,4,128215.65,5430.45,2,5582.8
1802,New York,Kings,2,123912.74,2957.34,1,6262.3
1803,New York,Kings,4,156999.9,3584.07,2,5080.33
1804,New York,Kings,3,169584.15,5613.57,2,6885.68
1805,New York,Kings,2,190308.25,2316.2,1,7089.34
1806,New York,Kings,3,194103.1,4310.74,2,6270.08
1807,New York,Kings,4,206281.63,3350.72,1,6502.34
1808,New York,Kings,5,181893.75,5150.13,1,6229.49
1809,New York,Kings,3,177322.13,5794.21,2,6402.62
1810,New York,Kings,3,171618.39,4123.45,2,7463.85
1811,New York,Kings,3,178657.79,5838.44,1,9393.73
1812,New York,Kings,1,189395.25,3073.77,0,6936.63
1813,New York,Kings,5,245773.34,2642.17,1,6468.13
1814,New York,Kings,2,167548.49,5926.62,1,9263.4
1815,New York,Kings,2,258175.86,3831.22,1,5919.15
1816,New York,Kings,2,187360.73,3822.2,1,9857.54
1817,New York,Kings,4,187112.02,4063.24,2,7810.72
1818,New York,Kings,1,186167.5,3088.82,0,7765.88
1819,New York,Kings,4,202213.97,4510.07,2,7295.8
1820,New York,Kings,5,152371.94,3031.4,3,8926.04
1821,New York,Kings,5,178467.97,3011.48,1,6017.26
1822,New York,Kings,2,211260.48,5779.36,0,7234.77
1823,New York,Kings,2,195512.27,5758.79,1,6509.92
1824,New York,Kings,1,149147.92,4892.84,0,6421.07
1825,New York,Kings,1,130332.4,5404.6,0,8351.67
1826,New York,Kings,5,189732.57,2842.88,2,7754.16
1827,New York,Kings,2,158017.92,5947.45,1,6870.18
1828,New York,Kings,2,177073.77,3060.36,1,8427.71
1829,New York,Kings,5,150829.56,4410.76,1,6748.27
1830,New York,Kings,4,168146.34,6010.62,0,7291.9
1831,New York,Kings,7,182418.07,2444.83,1,7053.71
1832,New York,Kings,4,145421.25,5375.38,3,5375.38
1833,New York,Kings,3,204614.46,5171.79,2,5171.79
1834,New York,Kings,2,177840.14,3925.6,1,7469.28
1835,New York,Kings,1,179289.84,6614.75,0,7767.35
1836,New York,Kings,1,201760.71,5288.5,0,7257.96
1837,New York,Kings,1,192173.31,4976.54,0,7889.31
1838,New York,Kings,2,154550.94,4400.65,1,7926.0
1839,New York,Kings,3,168306.78,4092.2,1,7456.04
1840,New York,Kings,5,124033.43,7201.88,2,9610.68
1841,New York,Kings,2,158907.6,3509.9,1,6554.51
1842,New York,Kings,5,195091.63,6765.2,1,6830.23
1843,New York,Kings,2,159814.52,5036.71,1,9178.14
1844,New York,Kings,1,196318.22,2408.3,0,7070.99
1845,New York,Kings,4,169376.03,8192.23,1,10506.27
1846,New York,Kings,4,154046.63,3753.2,2,8302.74
1847,New York,Kings,3,124868.7,4875.04,1,8394.59
1848,New York,Kings,4,193074.2,4410.69,2,7907.87
1849,New York,Kings,4,130519.25,5477.63,3,9615.19
1850,New York,Kings,1,211864.49,6282.72,0,6668.62
1851,New York,Kings,3,177645.49,6167.75,2,7209.13
1852,New York,Kings,2,196290.73,3360.84,0,7374.45
1853,New York,Kings,2,120386.39,3894.95,1,8430.8
1854,New York,Kings,2,173796.77,3844.8,1,6493.97
1855,New York,Kings,2,166491.45,3543.24,1,7549.84
1856,New York,Kings,2,150412.02,3977.16,1,8925.23
1857,New York,Kings,5,191264.04,5644.9,1,7295.85
1858,New York,Kings,7,162370.2,5285.74,2,8586.17
1859,New York,Kings,1,138459.74,5837.22,0,6808.18
1860,New York,Kings,4,184014.86,6925.95,1,6925.95
1861,New York,Kings,2,148157.93,5814.4,1,6550.07
1862,New York,Kings,2,121843.5,4818.93,1,5900.14
1863,New York,Kings,3,184428.49,5265.88,1,9809.12
1864,New York,Kings,1,150226.78,4444.61,0,7156.39
1865,New York,Kings,1,213851.82,4743.44,0,4894.45
1866,New York,Kings,4,128770.05,1154.84,3,8250.94
1867,New York,Kings,4,153439.53,2945.33,2,8652.38
1868,New York,Kings,1,133709.89,2536.53,0,5980.42
1869,New York,Kings,3,158465.51,5930.53,2,8050.16
1870,New York,Kings,4,183004.82,4998.69,0,6345.33
1871,New York,Kings,5,178625.64,5534.82,0,9588.38
1872,New York,Kings,3,176933.24,4625.7,2,8014.31
1873,New York,Kings,3,154405.13,4308.74,1,4308.74
1874,New York,Kings,4,165891.23,3176.92,2,6637.29
1875,New York,Kings,3,189741.63,3526.57,0,7250.16
1876,New York,Kings,2,207983.37,4685.57,1,6488.51
1877,New York,Kings,5,161811.73,2770.94,0,7322.27
1878,New York,Kings,3,225639.29,4046.95,2,9623.9
1879,New York,Kings,2,186791.75,6016.18,1,9119.94
1880,New York,Kings,1,172954.79,4718.49,0,8026.84
1881,New York,Kings,2,150756.83,5616.4,1,5679.14
1882,New York,Kings,4,203105.75,6174.61,1,8419.33
1883,New York,Kings,2,178313.35,4739.01,1,8630.88
1884,New York,Kings,4,217933.7,5899.12,2,7681.2
1885,New York,Kings,3,177454.18,7241.31,2,7241.31
1886,New York,Kings,2,170219.65,6642.27,1,8984.92
1887,New York,Kings,4,131851.52,4510.91,1,7483.21
1888,New York,Kings,2,196957.65,5192.91,1,7607.15
1889,New York,Kings,3,188390.46,5260.54,1,8154.73
1890,New York,Kings,4,217227.68,4601.35,0,7314.54
1891,New York,Kings,1,121767.2,6801.69,0,8635.53
1892,New York,Kings,1,193329.44,3603.77,0,5591.85
1893,New York,Kings,1,146437.42,6257.48,0,6257.48
1894,New York,Kings,4,201247.74,6959.81,1,6959.81
1895,New York,Kings,6,140847.65,4346.6,2,7922.94
1896,New York,Kings,1,126426.94,3863.66,0,6822.05
1897,New York,Kings,2,133060.07,4314.33,1,8733.25
1898,New York,Kings,2,133786.66,5832.47,1,5832.47
1899,New York,Kings,3,206304.7,5629.67,0,8773.55
1900,New York,Kings,3,194517.78,6867.29,1,7522.55
1901,New York,Kings,2,178034.42,4818.93,1,8325.54
1902,New York,Kings,1,175721.5,5404.99,0,9575.24
1903,New York,Kings,4,136091.16,5622.85,1,5921.31
1904,New York,Kings,4,211326.35,4961.8,1,7043.29
1905,New York,Kings,3,170072.26,4100.4,2,6234.43
1906,New York,Kings,4,164073.31,5891.74,2,8305.82
1907,New York,Kings,4,215178.65,6365.85,1,8535.82
1908,New York,Kings,1,148017.67,6375.08,0,6375.08
1909,New York,Kings,2,175968.75,3158.69,1,7367.5
1910,New York,Kings,3,185428.77,3878.66,0,9230.0
1911,New York,Kings,3,180346.19,7590.72,1,7655.34
1912,New York,Kings,4,153293.06,5383.97,1,8473.89
1913,New York,Kings,4,152337.82,3677.09,2,7424.94
1914,New York,Kings,1,160006.24,3112.88,0,10052.84
1915,New York,Kings,2,205083.22,5004.03,1,6122.39
1916,New York,Kings,2,144069.39,4058.13,1,4058.13
1917,New York,Kings,3,153220.61,6592.17,2,9395.0
1918,New York,Kings,5,177216.81,6083.85,0,7678.49
1919,New York,Kings,2,196289.68,4291.04,1,7513.59
1920,New York,Kings,2,182475.55,6674.49,1,8779.78
1921,New York,Kings,1,159636.06,6213.69,0,6355.85
1922,New York,Kings,1,158006.15,6059.96,0,6346.46
1923,New York,Kings,3,194442.68,5400.96,2,11288.49
1924,New York,Kings,3,198411.46,6011.81,1,6807.83
1925,New York,Kings,4,151672.07,5637.09,2,6370.38
1926,New York,Kings,4,186981.05,5197.75,1,8943.73
1927,New York,Kings,2,168650.82,6970.9,0,7531.59
1928,New York,Kings,3,195540.51,4831.16,2,8027.72
1929,New York,Kings,3,193409.02,2919.86,1,7087.58
1930,New York,Kings,4,194315.36,5103.93,2,5103.93
1931,New York,Kings,5,137773.41,4892.04,1,9054.28
1932,New York,Kings,4,189098.26,4576.51,3,7658.23
1933,New York,Kings,1,214621.52,5435.73,0,8749.31
1934,New York,Kings,1,167601.89,5545.52,0,5898.39
1935,New York,Kings,5,166739.07,6427.06,2,7583.07
1936,New York,Kings,3,178250.95,5398.54,1,5398.54
1937,New York,Kings,3,176420.11,4202.62,1,5761.7
1938,New York,Kings,1,203834.98,4773.23,0,7694.21
1939,New York,Kings,4,184252.86,3260.45,2,5788.58
1940,New York,Kings,2,152983.96,3194.65,1,6193.31
1941,New York,Kings,3,111062.59,3805.31,0,7078.88
1942,New York,Kings,5,225434.59,2101.61,1,5374.54
1943,New York,Kings,6,229911.55,4373.92,0,7407.56
1944,New York,Kings,4,190063.57,5935.48,2,7257.94
1945,New York,Kings,2,205899.64,3558.87,1,7710.73
1946,New York,Kings,5,175483.54,4105.4,1,8968.87
1947,New York,Kings,3,173784.54,6057.0,1,6057.0
1948,New York,Kings,4,138379.75,6399.25,2,6399.25
1949,New York,Kings,2,111922.24,6024.03,1,7883.79
1950,New York,Kings,1,168247.46,5906.37,0,7954.37
1951,New York,Kings,4,167023.06,4869.16,2,8734.13
1952,New York,Kings,5,152979.17,5067.95,2,7848.78
1953,New York,Kings,1,165618.23,7301.57,0,7301.57
1954,New York,Kings,4,147960.25,4997.18,2,6529.55
1955,New York,Kings,5,162816.88,8608.63,1,8609.1
1956,New York,Kings,3,167212.02,6512.12,2,7907.83
1957,New York,Kings,5,167061.31,4724.91,1,6955.07
1958,New York,Kings,4,148026.97,3103.24,2,6736.75
1959,New York,Kings,2,175332.94,3530.52,1,7252.78
1960,New York,Kings,1,154741.13,6150.42,0,7745.49
1961,New York,Kings,2,202705.91,5050.29,1,7042.23
1962,New York,Kings,4,145928.24,3627.21,1,7594.06
1963,New York,Kings,7,160038.96,4286.98,2,4286.98
1964,New York,Kings,2,133926.72,1774.43,1,5126.79
1965,New York,Kings,2,198908.6,5232.09,1,6946.46
1966,New York,Kings,3,194075.17,4284.47,2,5767.38
1967,New York,Kings,5,182573.04,4079.9,1,6933.53
1968,New York,Kings,1,166126.83,5799.1,0,7830.07
1969,New York,Kings,2,157279.34,1730.92,1,6376.21
1970,New York,Kings,4,207585.91,5186.9,3,5186.9
1971,New York,Kings,3,177953.25,6604.14,0,10086.55
1972,New York,Kings,1,205947.7,7074.33,0,8463.4
1973,New York,Kings,5,211192.78,4762.81,1,7718.93
1974,New York,Kings,3,167960.35,5059.5,2,6590.55
1975,New York,Kings,4,154472.61,4669.19,2,9646.46
1976,New York,Kings,4,225070.86,5441.33,0,7035.3
1977,New York,Kings,3,150797.31,2727.35,1,8107.64
1978,New York,Kings,5,155191.54,2381.24,2,7499.09
1979,New York,Kings,1,171285.57,3810.17,0,6993.99
1980,New York,Kings,2,161210.3,6511.65,1,7478.11
1981,New York,Kings,3,194358.42,4521.45,1,6608.37
1982,New York,Kings,3,193742.92,4898.04,0,9025.35
1983,New York,Kings,1,179726.18,5101.12,0,5101.12
1984,New York,Kings,4,180283.27,2638.22,1,9232.22
1985,New York,Kings,2,172020.22,1888.19,1,8586.25
1986,New York,Kings,4,133975.28,3428.7,2,7942.34
1987,New York,Kings,5,144480.31,6894.0,2,7596.26
1988,New York,Kings,6,205910.15,5620.48,0,9449.47
1989,New York,Kings,2,164684.74,1195.78,1,7565.74
1990,New York,Kings,1,144583.57,2285.91,0,8558.15
1991,New York,Kings,3,202142.32,4807.07,2,7638.64
1992,New York,Kings,3,140311.63,4696.2,2,9147.54
1993,New York,Kings,1,140508.88,5573.42,0,5573.42
1994,New York,Kings,1,188726.11,2970.68,0,7566.2
1995,New York,Kings,3,198032.63,5479.02,2,7384.33
1996,New York,Kings,1,247862.85,6125.41,0,7330.27
1997,New York,Kings,1,161948.9,5620.34,0,7027.76
1998,New York,Kings,4,153431.41,6885.4,1,8126.15
1999,New York,Kings,2,154960.21,4176.92,0,7537.81
2000,New York,Kings,3,186991.44,6186.7,1,6186.7
2001,New York,Westchester,2,242377.4,3505.62,1,6163.05
2002,New York,Westchester,3,210021.91,3472.62,2,6830.3
2003,New York,Westchester,1,184127.87,5139.51,0,6277.6
2004,New York,Westchester,3,199347.35,1553.15,2,8050.28
2005,New York,Westchester,2,174681.91,5335.81,1,7551.72
2006,New York,Westchester,3,173822.11,5273.09,2,11115.01
2007,New York,Westchester,2,200026.25,3262.48,1,8132.44
2008,New York,Westchester,2,207469.95,2688.61,1,6620.91
2009,New York,Westchester,4,214958.31,3404.25,0,8035.08
2010,New York,Westchester,3,182628.06,5733.43,2,5794.62
2011,New York,Westchester,5,150176.79,3144.16,2,8809.39
2012,New York,Westchester,2,249616.2,4318.44,0,6620.03
2013,New York,Westchester,2,169441.92,5341.74,1,9944.75
2014,New York,Westchester,2,212999.57,5511.08,1,6880.34
2015,New York,Westchester,1,179505.78,5549.79,0,8194.44
2016,New York,Westchester,4,228178.47,5580.58,2,5580.58
2017,New York,Westchester,5,172534.84,3093.34,2,7754.57
2018,New York,Westchester,3,182762.56,3859.71,1,3859.71
2019,New York,Westchester,2,210399.59,3671.35,1,7088.01
2020,New York,Westchester,2,197156.84,4820.94,1,8350.26
2021,New York,Westchester,6,223125.74,5483.7,2,5732.45
2022,New York,Westchester,3,192629.62,2756.43,2,7762.96
2023,New York,Westchester,7,161062.97,4039.63,2,9657.52
2024,New York,Westchester,3,188755.2,3148.53,2,8103.28
2025,New York,Westchester,2,194447.56,3715.47,1,5781.36
2026,New York,Westchester,4,178600.74,4853.94,0,6629.37
2027,New York,Westchester,4,229211.89,6307.74,1,8707.19
2028,New York,Westchester,6,180070.75,6421.53,3,7608.0
2029,New York,Westchester,5,190771.18,3869.89,1,7862.09
2030,New York,Westchester,3,194478.22,4351.02,2,6954.05
2031,New York,Westchester,1,131729.17,2565.85,0,7016.96
2032,New York,Westchester,4,221330.75,4014.15,0,10147.11
2033,New York,Westchester,7,228597.94,5509.65,1,7520.71
2034,New York,Westchester,5,216984.8,5572.51,2,7731.78
2035,New York,Westchester,5,180028.47,4634.59,1,8031.67
2036,New York,Westchester,4,193959.8,4542.86,1,7300.74
2037,New York,Westchester,3,197740.54,5499.6,2,7776.75
2038,New York,Westchester,5,208013.47,4122.93,2,5089.74
2039,New York,Westchester,5,210842.21,5883.55,1,7354.69
2040,New York,Westchester,3,242975.12,6536.12,1,7505.88
2041,New York,Westchester,4,204135.58,3318.71,2,7669.06
2042,New York,Westchester,4,199977.68,3478.53,2,5149.43
2043,New York,Westchester,2,193390.63,4896.63,1,7785.55
2044,New York,Westchester,2,179413.0,4566.33,1,7523.08
2045,New York,Westchester,2,177777.04,1938.45,1,7021.29
2046,New York,Westchester,1,267806.58,3462.31,0,7318.02
2047,New York,Westchester,3,202804.48,3781.08,1,5639.93
2048,New York,Westchester,4,176056.22,6850.47,1,6850.47
2049,New York,Westchester,4,238649.84,7561.74,3,7635.57
2050,New York,Westchester,4,228622.19,5569.53,3,6880.88
2051,New York,Westchester,4,198522.72,3269.0,1,8139.32
2052,New York,Westchester,3,228459.99,3701.49,2,8488.2
2053,New York,Westchester,6,164946.92,3949.84,1,5221.47
2054,New York,Westchester,2,218390.33,6263.0,1,6263.0
