"householdID","visits","avgrides_perperson","avgmerch_perperson","avggoldzone_perperson","avgfood_perperson","goldzone_playersclub","own_car","homestate","FB_Like","renew"
"336",20,13,28.7,168.2,14.5,"0","0","NY","0",1
"361",20,9.8,19.8,164.2,15.3,"0","1","NY","0",1
"383",20,10.5,51,73.1,25,"0","0","NY","1",0
"397",17,11,23.5,11.4,30,"0","0","NY","1",1
"420",19,12.5,3.6,156.4,37.1,"0","1","NY","0",1
"446",20,9.7,15.4,55.4,8.2,"0","0","CT","0",0
"459",19,13.2,33,170.7,23.5,"0","0","CT","0",1
"467",18,12.9,10.9,14.4,15.8,"0","0","NY","0",1
"468",19,9.8,5.1,48.1,16.5,"0","1","NY","1",1
"471",16,12.2,81.5,128.4,40.9,"0","1","NY","0",1
"507",19,12.2,15.8,68.2,8.6,"0","1","NY","0",1
"546",16,11.8,23.7,77.3,22.4,"0","1","NY","0",1
"576",14,13.2,14.2,25.3,13.6,"0","1","NY","1",1
"595",19,10.4,60.5,167.9,4,"0","1","NY","0",0
"634",20,12.8,26.2,41.1,29.9,"0","1","NY","0",1
"657",18,11,21.8,156.7,12.6,"0","1","NY","0",1
"658",19,10.8,45.9,4.2,45.9,"0","1","NY","1",1
"735",19,12.2,40.7,147.5,70.7,"0","0","CT","0",1
"801",18,11.4,65.1,150.2,16.8,"0","1","NY","0",1
"827",20,10.6,50.3,64,2.1,"0","0","NY","0",1
"844",20,13,27.8,159.9,63.3,"0","1","NY","0",1
"885",20,13,61.7,68.4,21.2,"0","1","NY","0",1
"918",19,11.3,57.8,35.9,15,"0","1","NY","1",1
"926",20,10.7,43.6,84.5,8.3,"0","0","NY","1",1
"949",19,11.9,71.3,21,28.2,"0","0","CT","0",1
"989",20,12,25.1,168.1,7,"0","1","NY","0",1
"1009",20,11.6,37.6,72.6,27.4,"0","0","NY","1",1
"1051",17,9.5,12.4,58.9,1.3,"0","0","CT","0",1
"1084",20,11.4,30.6,113.8,48.8,"0","1","NY","1",1
"1111",20,9.8,79.6,104.8,68.7,"0","0","CT","0",1
"1141",20,12.7,87.4,42.8,66.1,"0","0","NY","0",1
"1142",17,11.8,5.8,66.3,51.7,"0","1","NY","1",0
"1151",18,10.8,0.9,0.3,38.3,"0","0","NY","0",1
"1185",20,12.3,70.6,104.7,24.2,"0","0","CT","1",1
"1204",17,10.3,9.3,16.8,0.9,"0","1","NY","1",1
"1223",19,11.8,44.3,21.8,20,"0","0","NY","0",1
"1239",20,11.4,18.2,13.5,1.1,"0","1","NY","0",1
"1293",20,9.9,31.1,37.4,1.7,"0","1","NY","1",1
"1305",18,11.5,13.8,80.9,29.1,"0","1","NY","0",1
"1315",17,11.5,28.7,35.7,27.8,"0","0","CT","1",1
"1317",20,10.8,53.3,122.9,24.5,"0","1","NY","0",1
"1330",19,11.5,1,123.2,17.5,"0","0","NY","0",1
"1336",15,10.7,77.7,157.2,37.8,"0","1","NY","0",1
"1379",20,11.1,63.5,81.1,14.6,"0","0","NY","0",1
"1436",20,10.2,24.9,17.3,22.8,"0","0","NY","0",1
"1443",19,11.6,67.5,55.8,32.8,"0","1","NY","1",1
"1454",17,11,77.5,148.4,15.7,"0","0","NY","1",1
"1486",20,12,29.7,155.3,22.4,"0","1","NY","0",1
"1506",19,12,11.7,2.7,2,"0","0","CT","0",1
"1510",17,12.3,47.8,90,3.7,"0","1","NY","0",1
"1559",19,9.5,3.7,88.2,27.8,"0","1","NY","0",1
"1588",20,12.3,85,105.5,41,"0","0","CT","0",1
"1598",20,12.4,30.8,110.3,23,"0","1","NY","1",1
"1623",15,10.7,51.9,114.1,64.4,"0","1","NY","1",1
"1628",19,12,12.2,165.9,24.5,"0","0","CT","0",1
"1632",15,10.6,6.1,165.7,33.5,"0","1","NY","0",1
"1695",20,9.8,13.5,118.1,40.3,"0","1","NY","0",1
"1792",20,10.4,31.7,89.4,44.7,"0","0","CT","1",0
"1824",20,12,13.9,78.1,73.2,"0","1","NY","1",1
"1837",18,12.9,13.5,99.4,29.6,"0","1","NY","1",1
"1838",18,13.4,84.2,109.5,51.5,"0","0","NY","0",1
"1873",19,10.1,66.2,151.6,9.5,"0","1","NY","1",1
"1898",20,11.2,83.6,69.2,49.8,"0","1","NY","0",1
"1916",19,10.1,32.9,32.2,19.9,"0","0","CT","0",1
"1990",20,11.3,78.2,152.7,33.7,"0","0","NY","0",1
"2030",19,9.8,16,115.2,2.5,"0","0","CT","1",1
"2043",19,11.2,16.2,136.8,36.4,"0","1","NY","0",1
"2177",20,9.7,53.5,25.3,45.4,"0","1","NY","0",1
"2228",19,9.6,9.4,84.5,72.8,"0","0","CT","1",1
"2255",19,11.9,7.6,101.3,37.8,"0","1","NY","0",1
"2276",16,12.7,43.4,16.6,7.2,"0","1","NY","0",1
"2278",20,11.5,6.2,35.6,15.8,"0","0","NY","0",1
"2302",19,11.9,36.6,18.9,20.6,"0","1","NY","0",1
"2315",19,13.4,28,32.7,14.1,"0","1","NY","1",0
"2321",20,10.4,22.2,71.1,21,"0","1","NY","1",1
"2395",20,11.5,20.6,98.6,21.6,"0","1","NY","1",1
"2404",20,12.1,14.5,112.5,21,"0","0","CT","0",1
"2459",20,12.1,47.6,43.6,68.2,"0","0","CT","1",1
"2491",20,10.8,10.7,16.4,65.8,"0","1","NY","0",0
"2503",18,10.5,9.7,59.6,39.8,"0","0","NY","0",1
"2508",20,11.6,32.5,73.8,50.2,"0","1","NY","0",1
"2543",18,9.9,24.6,104.7,17.2,"0","1","NY","0",1
"2552",20,10.8,22,6.4,18.1,"0","0","CT","0",1
"2563",20,12.2,4.3,121.7,59.8,"0","1","NY","0",1
"2592",19,9.6,79.9,47,35.7,"0","1","NY","1",1
"2595",18,11.5,23.7,54.7,37.1,"0","0","NY","1",1
"2602",19,10.6,24.9,36.4,28.6,"0","1","NY","0",1
"2611",20,12.8,26.7,169.7,75.9,"0","0","NY","0",1
"2617",20,10.4,23.3,50.5,72.1,"0","1","NY","1",1
"2655",19,11.9,56.5,15.4,35.5,"0","1","NY","0",1
"2698",19,10,6.9,76.1,13.7,"0","1","NY","1",1
"2751",20,10.2,45.7,142.2,3.4,"0","1","NY","0",1
"2754",16,10.9,38.9,8.8,10.4,"0","0","CT","1",1
"2861",18,11,54.2,95.8,11.3,"0","1","NY","1",0
"2895",20,9.8,1,24.3,26.3,"0","1","NY","1",1
"2905",15,10.6,8.3,140.3,17.4,"0","1","NY","0",1
"2910",19,12.2,11.1,40.1,57.5,"0","1","NY","1",1
"2974",20,11.1,76.3,53.6,15.6,"0","1","NY","1",1
"3008",19,10.3,11.7,140.2,27.6,"0","1","NY","0",1
"3097",20,12.4,12.6,23.3,31.8,"0","1","NY","1",1
"3105",20,10.4,35.1,146.2,34.5,"0","0","NY","1",1
"3108",17,12.2,60,50.1,5.5,"0","0","NY","0",1
"3120",18,10.7,2.2,32.9,34.7,"0","1","NY","0",0
"3125",20,11.6,68.9,13,73.3,"0","1","NY","0",1
"3148",16,10.1,48.6,32.3,33,"0","1","NY","0",1
"3161",18,10.5,17.1,13.1,55.8,"0","1","NY","0",1
"3174",19,11.7,22.1,39.8,25.6,"0","1","NY","1",1
"3178",20,11.8,85.7,33.8,23.3,"0","0","CT","0",1
"100",18,1.7,68.4,22.6,13,"0","0","CT","1",1
"189",19,8.1,79.4,95.7,73.3,"0","1","NY","1",1
"409",20,1.8,85.6,21.2,28.7,"0","0","CT","0",1
"415",20,2.9,88.8,39.5,75.7,"0","1","NY","1",1
"449",20,6.1,69.2,138.4,71.8,"0","1","NY","0",1
"594",17,6.6,54.1,65.7,43.4,"0","1","NY","0",1
"603",20,8.1,85.4,130.3,10.5,"0","0","NY","1",1
"767",20,8.8,84.6,81.5,9.7,"0","1","NY","0",1
"779",20,9.2,75.1,124.9,32.6,"0","1","NY","1",1
"980",20,1.9,72,17.1,11,"0","1","NY","1",1
"1140",19,9.4,80.2,19.7,1.4,"0","1","NY","0",1
"1431",18,8.6,64.6,15.8,23.5,"0","0","CT","0",1
"1524",18,8.3,65.2,42.1,19.9,"0","1","NY","0",1
"1557",20,7.8,86.1,117.2,11.5,"0","1","NY","0",1
"1943",19,8.7,64.2,7.4,27.6,"0","1","NY","1",1
"2158",18,8.7,76,116.2,45.5,"0","0","NY","0",1
"2256",19,4.7,52.8,1.1,12.3,"0","0","CT","0",1
"2272",19,7.4,56.3,39.3,17.1,"0","1","NY","1",0
"2533",19,8.5,88,131.5,15.8,"0","1","NY","0",1
"2725",19,6.9,86,135.1,15.3,"0","0","NY","0",1
"2756",20,8.9,55.3,68.9,72.9,"0","0","CT","0",1
"2779",18,2.9,55.9,148.9,19.3,"0","1","NY","1",1
"67",19,8.9,32.2,29.2,34.6,"0","0","CT","1",1
"135",18,3.2,22.1,107.5,30.9,"0","1","NY","0",1
"163",20,7.8,32.4,71.9,21.6,"0","1","NY","1",1
"179",15,9,7,116.5,30.1,"0","1","NY","0",1
"197",19,9,31,86.9,33,"0","0","NY","0",1
"208",20,7.3,2.8,76.5,23.2,"0","0","CT","0",1
"287",20,9.2,19.5,162.5,17.1,"0","0","NY","0",1
"321",20,9,0.8,41.7,74.2,"0","0","CT","0",1
"324",18,8.9,23.2,29.3,35.1,"0","1","NY","1",1
"354",18,7.5,11.4,128.8,24.7,"0","1","NY","1",1
"370",20,8.3,16.8,53.7,44.8,"0","1","NY","1",1
"435",20,7.3,31.6,140.1,32.7,"0","0","NY","1",1
"438",19,2.5,21.3,140.3,27.9,"0","1","NY","0",1
"508",20,8.1,35.1,29.1,12.3,"0","1","NY","0",1
"527",20,8.7,47.6,98.3,25.3,"0","0","NY","0",1
"563",20,9.2,15.9,153.8,24.1,"0","0","NY","0",1
"626",20,8.4,39.8,48.2,17.1,"0","1","NY","0",1
"655",20,7.7,3.5,82.8,24.3,"0","1","NY","1",1
"678",20,8.5,30.7,162.7,2.7,"0","1","NY","1",1
"706",18,9.2,19.2,63.3,11.6,"0","0","CT","0",1
"711",20,8.7,32.9,61.9,10.1,"0","1","NY","0",1
"817",20,7.3,28.1,44.7,6.2,"0","0","NY","0",1
"850",20,9.4,30,60.2,8.8,"0","0","NY","1",1
"863",20,3.6,14.4,127.3,11.7,"0","1","NY","1",0
"900",18,9.1,3.3,121.1,44.2,"0","0","CT","0",1
"911",17,8.7,26,119.9,39.7,"0","0","NY","0",1
"950",19,8.5,31.3,39.3,1.6,"0","1","NY","1",1
"1003",20,6.4,27.9,46.6,23.2,"0","1","NY","0",1
"1052",20,5.5,25.2,70.6,41.4,"0","1","NY","1",1
"1095",18,8.1,26.8,98.1,9.7,"0","0","CT","1",1
"1224",19,7.6,0.4,13.7,31.4,"0","1","NY","1",1
"1256",19,8.5,10.7,123.4,31.5,"0","0","CT","0",1
"1263",20,9,7.7,26.2,45.8,"0","1","NY","1",1
"1265",17,8.3,6.1,97.4,43.5,"0","1","NY","0",0
"1301",20,1.9,12.6,20.8,16.8,"0","1","NY","0",1
"1374",20,2.1,26.3,52.9,4.3,"0","0","NY","1",1
"1564",20,7.4,14,130.2,70.6,"0","1","NY","0",1
"1647",20,8,10.3,74,3.4,"0","0","NY","1",1
"1884",18,2.3,49.9,4.4,60.4,"0","1","NY","1",1
"2014",20,8.2,26.7,82.3,14.5,"0","1","NY","0",1
"2103",19,8.8,3.4,121.5,63.9,"0","1","NY","1",0
"2209",16,8.7,26.7,100.4,15.1,"0","1","NY","1",1
"2488",18,7.4,5.1,67.8,9.7,"0","0","NY","1",1
"2498",19,8.6,7,169.5,32.6,"0","1","NY","0",1
"2583",20,8.2,1.1,107.6,11.2,"0","1","NY","0",1
"2917",20,5.7,20.5,150.2,2,"0","1","NY","1",1
"2941",20,1.9,14.9,21.5,75.9,"0","0","NY","1",1
"2942",20,8.3,16.4,139.3,23.9,"0","1","NY","1",1
"2947",20,8.8,29,107.3,36.1,"0","1","NY","1",1
"2948",19,7.6,19,122.2,7.1,"0","1","NY","0",1
"2951",19,9.4,16.8,50.9,28.7,"0","0","CT","1",1
"2976",18,6.4,25.5,37.5,23.4,"0","0","NY","1",0
"19",3,10,57.6,33.5,27.3,"0","1","CT","0",0
"25",6,11.7,0.3,35.8,43.5,"0","1","CT","0",1
"27",1,1.8,87.8,75,71.6,"0","1","CT","0",1
"32",4,2.3,86.9,164.3,34.1,"0","1","CT","1",1
"33",3,10.8,35.7,77.2,1.2,"0","1","CT","0",0
"36",1,10.5,23.1,46,63.5,"0","1","CT","0",0
"37",6,10,42.3,43.1,36.2,"0","1","CT","0",1
"39",5,13.2,59.6,163.9,25,"0","1","CT","1",1
"40",3,9.7,57,53,42.7,"0","1","CT","1",1
"43",1,11.1,74.4,85.1,25.7,"0","1","CT","1",1
"45",8,4.6,17.4,121.6,4,"0","1","CT","1",1
"62",3,9.6,63.2,15.1,11.4,"0","1","CT","0",1
"65",4,10.5,55,76.4,7.4,"0","1","CT","1",1
"69",12,10.2,17.4,4.7,19.9,"0","1","CT","1",1
"71",6,10.6,37.6,120.6,36,"0","1","CT","1",1
"81",5,8.9,15.5,40.6,5.5,"0","1","CT","0",0
"85",1,9.6,20.7,81,50.9,"0","1","CT","0",1
"87",4,10.3,48.4,34.2,7.4,"1","1","CT","0",0
"91",3,3.9,69.7,172.6,8,"0","1","CT","1",0
"92",2,10.4,14.2,125.4,22.5,"0","1","CT","1",1
"93",5,10.1,33,96.9,35.8,"0","1","CT","1",1
"97",5,12.1,16.6,114.9,31.7,"0","1","CT","0",1
"103",3,10.1,70.7,164,0.2,"0","1","CT","0",1
"104",5,7.4,26.4,170.5,66.5,"0","1","CT","1",1
"108",3,11,1.1,133.7,76.3,"0","1","CT","0",1
"116",7,9.4,16.8,125.1,32.8,"0","1","CT","0",0
"120",4,8.6,17.5,96.2,27.9,"0","1","CT","1",0
"121",8,7,18.8,82.5,70.3,"0","1","CT","0",1
"124",5,8.8,25.7,8.2,21.5,"0","1","CT","0",1
"130",5,9.9,74.5,145.4,34.6,"0","1","CT","0",1
"134",1,10.5,49.9,40.9,45,"0","1","CT","0",0
"136",3,10.9,13.9,78.9,22.2,"0","1","CT","1",0
"140",7,10.3,41.6,70.1,36.6,"0","1","CT","1",0
"141",3,9.5,16.6,129,50.3,"1","1","CT","0",1
"146",5,8.4,35.6,170.5,10.7,"0","1","CT","0",1
"147",2,11.9,1.4,29.3,19.8,"1","1","CT","0",0
"151",5,9.1,33.8,37.8,25.5,"1","1","CT","0",0
"155",6,10.6,23.1,56.2,23.8,"0","1","CT","0",1
"158",9,8.2,12.4,93.7,74.9,"0","1","CT","1",0
"160",2,10.4,29.6,22.4,67.8,"0","1","CT","0",1
"172",2,2.2,26.1,40,12.4,"0","1","CT","0",1
"181",1,10.6,16.6,26.4,38.6,"0","1","CT","1",1
"184",2,11.3,24.5,46.2,27,"1","1","CT","0",1
"187",4,7.9,17,146.1,16.4,"0","1","CT","0",0
"191",1,8.3,21.4,97,7.1,"0","1","CT","0",1
"196",4,11.5,51.5,161.6,42.8,"1","1","CT","1",0
"201",6,11.8,37,153.7,32.3,"0","1","CT","0",1
"202",5,8.5,29.7,162.5,58,"0","1","CT","1",0
"214",4,8.5,26.3,94.4,60.1,"1","1","CT","1",1
"216",6,7.1,2.5,152.4,22.3,"1","1","CT","0",1
"250",5,10.4,52.9,45.3,34.5,"0","1","CT","0",0
"253",2,10,59.2,69.2,20.4,"0","1","CT","1",1
"259",4,13.3,52.7,80.1,1.3,"0","1","CT","1",1
"269",4,10.3,12.4,13.4,32,"0","1","CT","1",1
"275",3,8.4,31.3,31.9,15.1,"0","1","CT","1",1
"276",8,10.7,17.8,44.7,44,"1","1","CT","1",0
"280",4,9.5,22.2,126.8,20.8,"0","1","CT","1",1
"281",4,9.9,25.1,140.1,63.4,"0","1","CT","1",1
"282",5,8.3,30.8,136.9,27.2,"0","1","CT","1",0
"285",2,12.3,14.4,137.6,46.5,"0","1","CT","1",1
"288",1,13.4,8.6,106.1,17.6,"0","1","CT","0",1
"295",2,9.8,32.5,51.7,16.6,"0","1","CT","0",1
"300",5,3.7,7,38.6,66.9,"1","1","CT","1",0
"313",6,7.7,26.2,136,36.8,"0","1","CT","1",0
"326",2,11.9,35.9,33.5,19.6,"0","1","CT","0",0
"335",4,11.3,33.5,93.2,7.6,"0","1","CT","1",1
"339",8,5.6,86.6,160.2,21.8,"0","1","CT","0",1
"343",7,8.3,15.9,45.6,76,"0","1","CT","1",1
"345",5,2.9,5.8,149.4,35.5,"0","1","CT","1",1
"346",9,10.4,25.4,132.6,8.6,"0","1","CT","1",0
"353",2,8.1,31.2,69.9,55,"0","1","CT","0",1
"355",4,9.5,15,44.5,23.4,"1","1","CT","1",0
"362",5,10.9,21.2,164.8,69.4,"0","1","CT","1",1
"369",2,10.3,69.5,166.7,13.8,"0","1","CT","0",0
"372",6,9.1,27.7,10.8,73.5,"0","1","CT","1",1
"379",4,10.8,52.7,73.2,0.3,"0","1","CT","0",0
"380",1,9.5,31.7,87.5,20.9,"1","1","CT","0",1
"388",2,9.4,1.9,44.3,61.4,"0","1","CT","1",1
"395",2,12.2,3.2,18.6,12.6,"0","1","CT","1",0
"401",7,11.9,47.8,137.2,5.6,"1","1","CT","0",1
"404",8,12.6,35.4,21.5,27.1,"1","1","CT","1",1
"406",4,12.3,16.5,114.6,30.8,"0","1","CT","1",0
"408",7,10.5,37.3,159.5,5.6,"0","1","CT","0",1
"419",1,8.8,12.1,19.1,12.6,"0","1","CT","1",1
"424",2,10,26.7,85.8,15.2,"0","1","CT","0",0
"425",2,11.1,4.2,35.2,20.3,"1","1","CT","1",0
"429",6,10.3,39.3,101.6,10.3,"0","1","CT","0",1
"437",1,10.8,32.6,100.8,26.4,"0","1","CT","1",1
"443",4,7.5,76.9,113.9,24.1,"0","1","CT","0",0
"444",5,8.5,30.7,41.9,26,"1","1","CT","0",0
"452",3,9,53.4,106.9,7.7,"0","1","CT","0",1
"455",5,11.1,19.6,111.3,8.3,"1","1","CT","1",0
"460",7,8.5,19,105.7,43.2,"0","1","CT","1",1
"461",4,10.3,34.6,148.7,33,"0","1","CT","1",1
"484",4,8.1,45.6,43.7,59.7,"0","1","CT","0",1
"485",7,12.9,21,48.4,26.3,"0","1","CT","1",0
"495",3,9.4,69.5,144.3,35.7,"0","1","CT","1",1
"504",5,10.4,35.8,42.4,10.2,"0","1","CT","0",0
"506",6,12.1,18,109.8,15.4,"0","1","CT","1",1
"512",2,12.3,84,46.1,37.1,"0","1","CT","0",0
"515",2,10.5,25,141.9,19.7,"0","1","CT","1",0
"518",2,7.9,77.1,90.7,2.8,"0","1","CT","0",0
"522",3,12.3,25.6,142,39.8,"1","1","CT","0",0
"523",3,9.3,10.8,42.4,40.7,"0","1","CT","0",1
"525",7,8.1,35.5,56.9,17.5,"0","1","CT","1",1
"526",3,6.9,0.8,154.6,7.6,"0","1","CT","0",1
"528",5,7,50.1,62.8,30,"0","1","CT","0",0
"532",7,9.3,20.5,51.2,29.7,"0","1","CT","1",1
"537",6,7.6,21.1,14.8,29.6,"0","1","CT","1",0
"541",5,2.1,21.2,6.2,4.4,"1","1","CT","0",0
"547",3,11,40.1,46.3,44.9,"0","1","CT","1",0
"550",1,11.3,46.7,94.8,32.6,"0","1","CT","1",0
"551",2,9.3,83.9,55.6,13.9,"0","1","CT","1",1
"559",2,11.1,19.1,48.6,17.4,"0","1","CT","0",1
"562",2,11.1,8.9,17.8,34,"0","1","CT","1",0
"565",6,7.9,66.8,1.4,15.8,"0","1","CT","1",1
"569",9,10.1,79,124.5,60.9,"0","1","CT","0",1
"575",4,13.2,57.7,54.6,16.3,"0","1","CT","0",1
"578",4,9.9,52.4,21.2,26.7,"0","1","CT","1",1
"589",5,10.9,29.1,44.1,60.7,"0","1","CT","1",0
"597",7,10.5,39.9,12,6.4,"0","1","CT","0",1
"599",6,9.5,83,102.4,19.8,"0","1","CT","0",1
"612",5,7.9,88.4,26.6,40.9,"1","1","CT","1",1
"617",1,10.6,39.6,28.4,10,"0","1","CT","0",1
"620",1,10,16,81.6,1.3,"0","1","CT","1",0
"622",1,12.3,18.6,36.6,12.8,"0","1","CT","1",1
"623",4,11.8,31,39.3,38.7,"0","1","CT","1",1
"624",1,11.8,40.3,80.6,18.4,"1","1","CT","1",0
"625",1,8.8,34.3,37.1,28.9,"0","1","CT","1",0
"627",1,12,16.7,131.8,24.4,"0","1","CT","1",0
"629",2,1.8,81.2,18.7,2.4,"0","1","CT","0",1
"642",9,9.5,12.1,84.3,68.3,"0","1","CT","1",1
"644",5,10.2,50.5,64,29.8,"0","1","CT","0",0
"649",3,8.1,17,97,36.9,"0","1","CT","0",1
"654",7,11.4,28,26.1,56.6,"0","1","CT","1",0
"656",7,1.9,24.1,118.5,74.1,"1","1","CT","0",1
"660",6,12.2,88.7,29.9,28.6,"1","1","CT","1",0
"661",3,7.3,26.2,37.9,73.8,"0","1","CT","1",1
"662",2,10.6,10.4,32.3,68.1,"0","1","CT","1",0
"664",2,12.6,12.2,33.2,23.3,"0","1","CT","0",0
"666",10,3.2,26,86.7,10.8,"0","1","CT","1",1
"672",4,12.5,31.4,153,9.8,"1","1","CT","1",0
"681",4,10.6,36,136.1,51.5,"0","1","CT","1",1
"684",5,6.3,28.1,8.6,13.5,"0","1","CT","0",1
"688",3,11.5,84,36.3,32.7,"0","1","CT","0",1
"689",7,11.6,4.1,7.1,21.3,"0","1","CT","1",1
"700",5,10.9,31.4,60.9,69.3,"1","1","CT","0",0
"710",6,10.5,24,57.9,70.4,"0","1","CT","1",0
"718",2,10.3,72.1,35.7,69.7,"0","1","CT","0",1
"722",1,10.5,12.9,102.8,70.8,"0","1","CT","1",0
"727",6,9.8,30.3,90.8,39.9,"1","1","CT","0",1
"731",5,7,25.5,122.1,29,"0","1","CT","1",1
"738",6,1.8,5.1,148.2,37.8,"1","1","CT","1",1
"741",6,8.9,16.9,169,33.1,"0","1","CT","1",1
"744",4,9.4,20.7,66.3,12.7,"0","1","CT","1",0
"747",5,12.5,17,148,17.6,"0","1","CT","0",1
"755",1,10.3,34.9,46.8,44.7,"0","1","CT","0",0
"774",8,12.4,11,64.2,11.3,"0","1","CT","0",1
"799",1,2.1,23.4,97.3,15,"1","1","CT","1",1
"800",1,11.2,35.3,49.7,8.3,"0","1","CT","0",0
"806",5,8.9,18.7,133.1,13.9,"0","1","CT","0",1
"807",3,10.2,15.3,114.7,2.8,"0","1","CT","1",1
"808",3,0.1,12.4,96.6,69.1,"0","1","CT","0",0
"812",3,8.9,76.6,30.5,70.3,"0","1","CT","0",0
"828",4,9.4,75,110.6,64.7,"0","1","CT","0",1
"830",7,8.3,26.3,47.3,13.8,"0","1","CT","0",1
"831",3,12.3,40,59.5,16.4,"0","1","CT","0",1
"832",1,11.3,85.3,40.3,23.4,"0","1","CT","1",1
"846",4,8.9,26.7,34.7,31.6,"0","1","CT","0",1
"848",1,1.9,55.1,6.8,2.8,"0","1","CT","1",1
"849",1,12.8,2.1,101.5,17.1,"0","1","CT","1",0
"854",6,8,8.5,20.4,16.4,"1","1","CT","0",0
"869",2,9.2,32.8,169.8,11.3,"0","1","CT","0",1
"880",7,9.9,13.3,111.1,40.5,"0","1","CT","1",0
"888",2,8.7,72.8,17.6,8.4,"0","1","CT","1",1
"892",3,8,30,89.6,5.8,"1","1","CT","0",1
"897",3,12,81.7,78.8,20.8,"0","1","CT","0",1
"899",4,2.5,27.1,123.7,5.3,"0","1","CT","1",0
"903",1,8.1,39.3,22.5,14.8,"0","1","CT","0",1
"904",3,13.3,3.3,39.6,22.8,"0","1","CT","0",0
"907",4,12.9,18.8,14.7,3.1,"0","1","CT","1",1
"909",5,10.9,28.2,87.9,14.8,"0","1","CT","1",0
"931",2,12.5,17.8,50.7,11.9,"1","1","CT","0",1
"932",5,11.8,39.2,36.8,18.3,"0","1","CT","1",0
"936",3,5.9,38.4,56.7,33.4,"1","1","CT","1",1
"939",4,11.8,23.1,12.1,8.7,"0","1","CT","1",1
"946",4,9.3,52.1,37.6,33.7,"0","1","CT","1",1
"952",3,8,26.1,132.4,30.6,"0","1","CT","1",0
"953",3,8,42.6,70.8,5.1,"0","1","CT","0",1
"954",3,9.3,76.8,79.2,28.8,"1","1","CT","0",1
"956",5,10,66.3,51.2,48.5,"0","1","CT","1",1
"959",4,11.3,27.7,160.7,45.2,"0","1","CT","0",1
"964",4,2.8,72.7,61.8,14.3,"0","1","CT","0",0
"975",2,10.7,29.1,147.2,20.9,"0","1","CT","1",1
"981",3,10.6,72.3,163.9,24.3,"0","1","CT","1",1
"986",1,10,18.2,2.2,13,"0","1","CT","1",1
"990",3,2.6,21.8,88.9,28.5,"0","1","CT","0",1
"1012",1,10.5,29.5,81.6,25.9,"1","1","CT","0",0
"1013",3,9.8,1.2,75.5,59.9,"1","1","CT","0",1
"1014",4,12.2,44.8,30.7,18.3,"0","1","CT","1",0
"1018",9,11.2,26.6,81.1,3.9,"0","1","CT","0",0
"1023",12,12.4,67.7,41.5,1,"0","1","CT","0",0
"1025",3,11.1,37.7,149.3,18.4,"1","1","CT","0",1
"1030",5,1.9,69.1,95,6.4,"1","1","CT","0",1
"1031",3,10.2,67.3,33.5,32,"0","1","CT","1",0
"1046",4,9.8,14.5,21.6,22.4,"0","1","CT","1",0
"1053",1,13.1,6.5,124.1,20.3,"0","1","CT","1",0
"1056",2,11.7,8.8,41,18.8,"1","1","CT","1",0
"1081",4,8.1,24.7,10.6,14.7,"0","1","CT","1",0
"1082",6,12.4,40.6,53.2,52.7,"0","1","CT","1",1
"1083",4,10.6,2.9,56.6,2.2,"0","1","CT","0",1
"1086",5,11.3,23.6,143.1,0.6,"0","1","CT","0",1
"1087",6,9.5,55,154.1,44.9,"0","1","CT","1",0
"1094",4,11.3,60.3,121.1,28.8,"0","1","CT","0",1
"1097",3,3.1,43.9,168.1,27.5,"0","1","CT","0",0
"1102",6,13.4,8.6,120.7,32.1,"0","1","CT","1",1
"1108",2,10.4,44.2,5.8,1.4,"0","1","CT","1",0
"1117",5,11.2,17.9,57.8,23.4,"0","1","CT","1",0
"1121",2,9.6,79.2,138.6,9.1,"1","1","CT","1",1
"1124",2,10.3,27.7,36.6,29.8,"0","1","CT","1",1
"1128",5,11.9,58.9,172.2,35.9,"1","1","CT","0",1
"1129",5,8.3,3.9,44.5,28.2,"0","1","CT","0",0
"1152",10,11,14.2,172.2,35.4,"0","1","CT","0",1
"1153",6,8.7,36.5,30.2,14.8,"0","1","CT","1",1
"1165",5,9.9,36.1,118.7,26.5,"1","1","CT","0",0
"1174",3,9.3,27.4,95.9,27,"0","1","CT","1",1
"1189",2,12.5,21.7,13.3,6.8,"0","1","CT","0",0
"1198",2,11.3,28.7,140,38.4,"0","1","CT","0",1
"1201",3,8,2.6,104.5,59.4,"0","1","CT","1",1
"1202",3,7.4,25.7,136.8,18.2,"0","1","CT","0",1
"1203",4,7.3,6.7,57.5,30,"0","1","CT","0",1
"1207",2,11.5,38.5,130.5,46.7,"0","1","CT","0",0
"1208",3,1.9,39.5,139.9,68.3,"0","1","CT","0",0
"1216",3,11.2,36.3,62.5,6.8,"0","1","CT","1",0
"1217",2,11.5,18.6,4,26.3,"0","1","CT","0",1
"1220",5,11.7,25.6,85.9,15.5,"0","1","CT","0",1
"1230",4,8.8,20.6,53.6,28.5,"0","1","CT","1",1
"1233",5,10.5,18.8,12.7,25.5,"0","1","CT","0",0
"1238",5,9.5,50.2,73.5,12.8,"0","1","CT","1",1
"1240",2,1.2,4.2,107.8,28.6,"0","1","CT","0",1
"1241",4,13.1,56,82.6,36.4,"0","1","CT","1",1
"1243",2,1.9,40.5,57.5,43.6,"1","1","CT","1",1
"1245",5,13.2,14.9,171,46.4,"1","1","CT","1",1
"1246",3,10,5.9,90.2,24.4,"0","1","CT","1",1
